 year   CV   CS   DPM   RPM   BIO   HUM
  1993.0   792.4415248346894   1808.6425230490831   4.874173630153498   447.2777216154243   35.48102986805152   1321.0095979248438 
  1994.0   793.1013130387107   1808.7317866577323   4.815904339651182   447.172948603213   35.492548898255926   1321.250383847585 
  1995.0   793.0236331972305   1806.7102976730591   4.683533012806882   445.20705242854217   35.429162621048754   1321.3905501221655 
  1996.0   793.6585102541233   1805.2760972471165   4.810598097201228   443.7001078503099   35.33047215050099   1321.4349206467957 
  1997.0   795.0390441414772   1806.6472142098883   4.927961361689419   444.80926695449364   35.340258887891515   1321.569727032483 
  1998.0   795.5499701756717   1807.417116988586   4.862542353820129   445.4436482024205   35.36930531660925   1321.7416203618873 
  1999.0   795.6615265955937   1806.7921076322575   4.788811586496856   444.80061097387215   35.34753738638876   1321.8551476125974 
  2000.0   795.9722677225869   1807.3763568315765   4.9236732121136715   445.15381981410604   35.33648189498058   1321.962383501608 
  2001.0   797.0638042892812   1809.4555751239898   4.922004581084709   446.9162348070117   35.419766833091465   1322.1975682932032 
  2002.0   797.4710569446262   1809.8692204589213   4.849210224129443   447.1623372298618   35.45430354475871   1322.403370219691 
  2003.0   798.1796340488671   1810.4472511365232   4.905401912261657   447.47241723991607   35.47173371242022   1322.597698152066 
  2004.0   799.0700385055954   1810.6307817857223   4.820499065916182   447.5034966940447   35.49441206331376   1322.8123752045951 
  2005.0   798.9763159742498   1809.8819083751641   4.795475254919502   446.66682482484254   35.46291329356689   1322.9566966574637 
  2006.0   799.5165757476223   1810.046894763454   4.86493290279266   446.6482805655283   35.44328642503948   1323.0903944610377 
  2007.0   799.6101179255269   1810.6265374998165   4.880570100610093   447.03992845317094   35.45019552076361   1323.25584446099 
  2008.0   799.235697600092   1811.4282662859698   4.873501989674173   447.62850707183924   35.47690491306594   1323.4493525778391 
  2009.0   798.9509483541997   1811.947811780127   4.857503237480086   447.9595754561909   35.494616198447076   1323.636116890983 
  2010.0   798.7566615208111   1812.5933691813946   4.834397544663364   448.3792632841917   35.524212494878746   1323.855496702422 
  2011.0   798.4631657642735   1812.2494759917788   4.765938906917154   447.9167769981192   35.52359833993576   1324.0431622071303 
  2012.0   798.2499845226912   1812.3059171664052   4.846884474204409   447.7551020698877   35.50533548674096   1324.1985954863055 
  2013.0   797.9449585626497   1813.4538211862075   4.869920096970241   448.6148889138167   35.54532445742311   1324.423688220735 
  2014.0   797.8232800337341   1813.3311769954632   4.80231789762469   448.35430980550944   35.54936958529289   1324.6251800443542 
  2015.0   797.7487056105387   1812.8847488377012   4.798405947237021   447.7665341778654   35.52928816846416   1324.790519801638 
  2016.0   797.37100857662   1811.2645145571398   4.753433347541246   446.16230149618985   35.465397568152305   1324.8833811354093 
