 year   CV   CS   DPM   RPM   BIO   HUM
  1945.0   739.0563492357778   1786.743992715746   4.848592675204553   437.2588719000188   35.01122871486638   1309.6252985023987 
  1946.0   739.795169982345   1786.4178802635154   4.85160119665142   436.8003703097544   34.98569000921202   1309.780218855845 
  1947.0   740.7742431963875   1786.7969254804066   4.922875521341897   436.9538295487011   34.978535354291196   1309.9416863501112 
  1948.0   741.355688369971   1787.0069315203505   4.872663801634721   437.04538464210736   34.9800076502574   1310.108874814281 
  1949.0   742.5141177058927   1787.1014056694833   4.88895015752045   436.9988728559181   34.96542979218063   1310.2481526586146 
  1950.0   743.8815818952805   1787.7854602399157   4.954673810507645   437.44008208359276   34.97742725587837   1310.4132757293576 
  1951.0   744.6011001232501   1789.3474797764532   4.953979299705638   438.72582515897614   35.03156271830858   1310.6361114166507 
  1952.0   744.7320741393723   1790.1272250571028   4.90099313808021   439.3144582983057   35.063142454051786   1310.8486309329592 
  1953.0   744.7566361878104   1790.5266749024815   4.893348098901513   439.50245558161214   35.080587545511875   1311.0502851669235 
  1954.0   744.7787136623814   1790.5723648553085   4.862124987723891   439.37777898918375   35.087953561067735   1311.2445072998908 
  1955.0   744.5111006817621   1790.5748428189056   4.870375692946296   439.2009827124856   35.080777171965366   1311.422707663626 
  1956.0   744.2244970763204   1790.7356653675984   4.8781571820573   439.1766687254712   35.08098500373345   1311.5998527319541 
  1957.0   744.129864747027   1790.1508641115265   4.822689017302471   438.50242455773986   35.06822347536903   1311.757527077259 
  1958.0   743.91860003101   1789.2227140996322   4.839793773601194   437.5157272946312   35.01765828107723   1311.8495342413012 
  1959.0   743.9625950706757   1789.449013460112   4.943665446059174   437.573797917313   34.99408312533389   1311.937465954685 
  1960.0   744.3236377075175   1790.9386713542408   4.958564770298508   438.8283697160338   35.04257805847641   1312.1091597735144 
  1961.0   744.3995917969748   1791.7273879988102   4.893533200165171   439.4535603152125   35.08302342659881   1312.2972710746913 
  1962.0   744.4971724524298   1792.0384077693786   4.872017582613328   439.5889704299545   35.10167830360153   1312.4757405662658 
  1963.0   744.5699715650164   1791.649719353892   4.818410150202429   439.0972647255108   35.09840206107562   1312.6356432387233 
  1964.0   743.921721556104   1790.4723413845777   4.774946975083067   437.9242969525891   35.05008061807692   1312.7230181302052 
  1965.0   743.7087846840694   1790.5250346629778   4.921906513663746   437.7890713787793   35.016474036342615   1312.797580624864 
  1966.0   743.0746619272162   1791.3401514907346   4.855706630560131   438.5011437214115   35.041532195249964   1312.941768474973 
  1967.0   742.0615684117225   1791.287714099306   4.774591504043255   438.4183329933464   35.03796511869178   1313.0568238034798 
  1968.0   741.5283501049394   1791.5739358937867   4.82366700921193   438.5473705675452   35.03511067507432   1313.1677855016571 
  1969.0   741.7652071865009   1792.4632019200671   4.9121150237924995   439.18829902837314   35.054572639532125   1313.3082148829194 
  1970.0   741.7537995508256   1793.2538957691472   4.867576188056249   439.8025478944614   35.09353002161923   1313.4902426313595 
  1971.0   741.7435799883343   1793.0414726930126   4.793941905057959   439.50897648232916   35.09624382605395   1313.642311791001 
  1972.0   742.4701455180386   1792.8245336469772   4.923604032374292   439.0578528897016   35.079300873258184   1313.7637757524199 
  1973.0   742.8811139994442   1793.5894545679882   4.912272443824347   439.602005802658   35.11804179842938   1313.9571354341892 
  1974.0   742.6988336343513   1792.275782545827   4.749343691606437   438.37001707585387   35.08848670488682   1314.0679347639307 
  1975.0   743.0240487335002   1792.0593251993498   4.919051315449088   437.9470240056276   35.04997068780127   1314.1432791496748 
  1976.0   743.4681275476977   1793.4809088730021   4.957168791679007   439.1088882640165   35.09609711286231   1314.3187547686816 
  1977.0   743.5383844786908   1793.4140661753077   4.834672417549559   438.99480344174236   35.10988895461921   1314.4747019466415 
  1978.0   743.8908645427867   1792.2934576257169   4.81457673982494   437.8628988653706   35.066614937051476   1314.5493663119562 
  1979.0   744.5886896550293   1792.486427855664   4.880077701505767   437.89748748527876   35.05935157095353   1314.6495105618235 
  1980.0   745.0645166697045   1793.4693426285055   4.921742278783194   438.65741743303823   35.0882754625917   1314.8019082474714 
  1981.0   745.2280754310669   1795.0195858620127   4.974154052811245   439.9117716082311   35.13777370153945   1314.9958866316695 
  1982.0   745.1588697159337   1795.3214917699565   4.8200913600352155   440.1183763232028   35.176403926027696   1315.2066202134622 
  1983.0   745.755115352154   1795.2704734224649   4.8626724660680045   439.86652927619775   35.17051273915401   1315.3707595332542 
  1984.0   745.4541075930923   1794.7860482443302   4.7896617456102275   439.3031451563594   35.162300589121514   1315.5309415373242 
  1985.0   745.3987525578248   1794.1928923807284   4.822425421066559   438.5995077927103   35.12612559857485   1315.6448346063753 
  1986.0   745.6363946769228   1795.2239645375766   4.964263260910076   439.3375735922665   35.13001409181415   1315.7921131352061 
  1987.0   745.6865887960671   1796.1918072618796   4.911515652285375   440.10844850561614   35.1712606134784   1316.0005823104964 
  1988.0   744.9526120480793   1795.4487650707915   4.787197918176035   439.3436305343931   35.16267832546376   1316.1552589008286 
  1989.0   744.804665218737   1795.0140457644757   4.9588401762874   438.71635536199744   35.11151039543537   1316.227338072028 
