 year   CV   CS   DPM   RPM   BIO   HUM
  2083.0   876.9468171854141   1827.5241516600229   4.773584283653184   450.4791127555806   35.53358711229929   1336.7378682481876 
  2084.0   877.3977402081224   1826.5352980699442   4.672989589279479   449.6503683981928   35.50630222804447   1336.7056387062883 
  2085.0   876.6478248529639   1824.7069285813802   4.646777884756833   448.0711882443932   35.42133701786105   1336.5676238643905 
  2086.0   876.8292981466616   1823.903207648226   4.712796430420727   447.4423238100261   35.35474199697599   1336.3933470797324 
  2087.0   877.5693543496182   1824.470663604719   4.735448064824222   448.06430020589175   35.36318071173971   1336.3077352079158 
  2088.0   878.6020295180944   1825.2588253121519   4.8248786658739915   448.8039403041608   35.38154723371124   1336.2484587555157 
  2089.0   879.6372203936362   1826.4178192686802   4.828717184100345   449.9211444832083   35.427320736189486   1336.2406384502651 
  2090.0   880.1740360242316   1826.758987058799   4.738553018102523   450.30824690137143   35.460684460504325   1336.2515026961053 
  2091.0   880.2548080708343   1826.002432294021   4.708668492524138   449.6413873820499   35.44053115477973   1336.2118456426297 
  2092.0   880.8838560731813   1826.2233491742277   4.7811606502394675   449.8254951420241   35.4344085030588   1336.1822851631664 
  2093.0   881.2746402910209   1826.7412314336223   4.785708269433534   450.3125614365495   35.45565338682423   1336.187307929981 
  2094.0   881.3203882488859   1825.5499348531694   4.611239651240763   449.3524398150695   35.43864323007947   1336.147613285751 
  2095.0   881.7628215912722   1823.5088293098256   4.628886376249355   447.54544885741734   35.35150600582384   1335.9829860561997 
  2096.0   882.8770677701307   1823.259070912973   4.7704881568941415   447.36110484788867   35.30331126915849   1335.8241676976286 
  2097.0   883.5108203165103   1823.3055467286697   4.686071477318779   447.56380063978025   35.31327756181594   1335.742397664276 
  2098.0   883.5099593238983   1823.3111898677937   4.7423086050659995   447.66234147298655   35.29527551678965   1335.6112635894676 
  2099.0   883.9231430432163   1823.8856590704838   4.778804689595016   448.2912065507892   35.305291318975755   1335.5103568247744 
  2100.0   883.8899292889946   1823.5848176359432   4.664798391366008   448.1755386530075   35.313098411170266   1335.4313832391701 
  2101.0   884.0390818136675   1823.1203268425338   4.753881707639096   447.77961114088004   35.28989924217185   1335.2969338535654 
  2102.0   884.2395218873585   1823.423855230732   4.720892286817038   448.1987444600672   35.3008418752733   1335.2033756732012 
  2103.0   885.0625648941407   1824.291493546756   4.8158370187381845   449.0192966536932   35.32049986220386   1335.1358607228156 
  2104.0   886.6957087609992   1825.546597599594   4.833860468894503   450.1493182187696   35.39125804215266   1335.1721612171561 
  2105.0   886.722686126147   1825.087464250895   4.690859313757064   449.7955801192329   35.41419663656383   1335.186827561749 
  2106.0   886.855712536536   1823.7465454920384   4.784854621956967   448.5448613895586   35.3497788000023   1335.0670504374477 
  2107.0   887.2950365668411   1825.23863056998   4.84403702637964   449.93403064313594   35.39206243804223   1335.0685005914831 
  2108.0   886.8596399067902   1825.0054906728524   4.660794007389715   449.8626614607155   35.412056627449026   1335.069979201585 
  2109.0   886.7933813888209   1824.260910421429   4.694469605649164   449.2136594388199   35.3725580153139   1334.9802231061094 
  2110.0   886.6349479564249   1822.246088390651   4.562217503402702   447.54774120595334   35.30590771161911   1334.8302212778021 
  2111.0   887.8467650694631   1822.3281774233972   4.816572760754708   447.60725345672904   35.256456505533734   1334.6478944467842 
  2112.0   889.0173957890191   1825.321993825079   4.918803507390787   450.3797483123229   35.353431333292185   1334.6700118356755 
  2113.0   889.1333778798432   1825.6395780114078   4.674624420613689   450.81319727472174   35.421079045796645   1334.7306758230172 
  2114.0   888.5443317249278   1825.1220775164256   4.7092209796048135   450.3213203173589   35.39883034891578   1334.6927053975464 
  2115.0   887.8759776332192   1824.434210909417   4.648492287512223   449.7464727805837   35.379297277994645   1334.6599485080105 
  2116.0   887.7884354698235   1823.8487187605906   4.6690422272427465   449.2402026132864   35.34663656083162   1334.5928375914623 
  2117.0   887.4451403766543   1824.2195854251727   4.699963050824359   449.60577062380185   35.35050789101953   1334.5633428385088 
  2118.0   887.187585988685   1823.1451129917461   4.6296616163463105   448.706342600884   35.322343536107226   1334.486765682141 
  2119.0   887.4728728891305   1823.222312217504   4.725069590162148   448.79416579750574   35.30364336518912   1334.3994319211 
  2120.0   887.2779818160402   1824.4011808326907   4.7711058098090335   449.8977407272374   35.33950375718244   1334.3928296100096 
  2121.0   886.485712451939   1823.5356753504448   4.613355459993233   449.2310257177833   35.33315581686213   1334.3581383893163 
  2122.0   886.7533773592712   1823.8002850544412   4.769789624579044   449.4179267542734   35.31998826830662   1334.2925784437884 
  2123.0   886.6942817588389   1825.2561666165439   4.775817149399976   450.7691940543418   35.37830978938851   1334.332845642253 
  2124.0   886.3077788642895   1825.107104787242   4.680748672312308   450.6656553296851   35.39733299561302   1334.363367496748 
  2125.0   886.8221827733798   1825.0789245648537   4.750639178978684   450.55032017849436   35.39690923253111   1334.381056299944 
  2126.0   888.0413761164781   1825.4690044402685   4.751283749682288   450.8585662409949   35.424055245900526   1334.4351002817018 
  2127.0   888.0392294632782   1825.038744537677   4.676531409799707   450.49160435023504   35.422507551505646   1334.4481007603074 
  2128.0   888.1648099788102   1824.6979580062364   4.771594205446485   450.14171125265966   35.38626078804867   1334.3983905031002 
  2129.0   888.6118235167062   1826.0770609625947   4.783241228364449   451.4108880843586   35.431467871639   1334.4514637379286 
  2130.0   888.7416583490419   1826.3268080509438   4.725539406950606   451.6263853371117   35.459580804627024   1334.5153016589393 
  2131.0   887.9720077415728   1825.2433330082774   4.6550063760935165   450.62699768485226   35.43814934344019   1334.5231778586608 
  2132.0   888.2633370582327   1825.7279988806217   4.839522951950845   450.9485132919526   35.42443550778309   1334.5155276810963 
  2133.0   888.746704810996   1826.2783926712123   4.7575874397980815   451.4521388153944   35.47006140993423   1334.5986037772468 
  2134.0   888.515567392146   1826.201843441434   4.751531306198449   451.3457106662312   35.469080675670746   1334.635519493008 
  2135.0   888.5790350967582   1826.1779790238973   4.750239165210229   451.30183815885715   35.46319253195211   1334.6627098678246 
  2136.0   888.4367537600423   1826.3352574113758   4.726801771416719   451.43779725820326   35.46853950403562   1334.702118541059 
  2137.0   888.2970372249774   1826.9442827239584   4.790567278673811   451.91287343697604   35.4826940711149   1334.7581486857678 
  2138.0   887.9876336596911   1827.403193222702   4.7079794595748945   452.30193065127435   35.52045207122782   1334.8728309530138 
  2139.0   888.0659953312405   1826.7566516397692   4.746148593243648   451.6127778903392   35.49239062179168   1334.9053327962786 
  2140.0   888.1530061106844   1826.0773470265028   4.676520810973984   450.9919153518835   35.47287591069584   1334.936034254728 
  2141.0   888.9964233785786   1825.5675117057174   4.773277448769347   450.43787276593207   35.43577184468461   1334.9205909249245 
  2142.0   889.6260858933965   1826.040472685156   4.775287558883184   450.8690510374273   35.445547248762615   1334.9505873347193 
  2143.0   889.2161486368758   1824.8316928732017   4.649576427085608   449.86444641854297   35.40487228165126   1334.9127995011665 
  2144.0   889.5133616097448   1824.7597711610797   4.708500659920539   449.8073799579996   35.374808089804134   1334.8690819434005 
  2145.0   889.6549997555031   1824.4437617329897   4.716231212664556   449.5510371842898   35.35427144667562   1334.8222208559048 
  2146.0   890.1487956673321   1825.0672433656496   4.767161567884574   450.1167005148044   35.36916828236828   1334.814211854908 
  2147.0   891.1100795719115   1826.1340934804266   4.826851260902784   451.0296645527474   35.40497308335796   1334.8726041724092 
  2148.0   892.200827794611   1827.1793285345002   4.757341135000871   451.9873235899993   35.46752523287799   1334.9671385596962 
  2149.0   891.4587718733801   1825.625621127584   4.591806009574331   450.6200114021172   35.44026454085046   1334.973539074958 
  2150.0   891.2078710802713   1825.4503955953203   4.817670915875513   450.3444308372114   35.388481068274075   1334.899812893523 
  2151.0   891.3854335972602   1825.8493262499865   4.780592414720975   450.7708569794486   35.4028632086202   1334.8950140355178 
  2152.0   891.5792552855007   1826.9441187902944   4.755909070594019   451.77063294438335   35.45318995912772   1334.9643848040287 
  2153.0   892.1107719152492   1827.6026268677922   4.75568534197374   452.29763067109917   35.490623821662645   1335.0586864985667 
  2154.0   891.3388482340438   1826.2547774380362   4.581525611681572   451.1115116372014   35.468477869544955   1335.0932623534018 
  2155.0   891.3897529559749   1825.7762412810266   4.775402822994566   450.54035891454134   35.41131734512157   1335.0491626446974 
  2156.0   891.6512116142377   1825.7538104959212   4.687936734946314   450.5716374448837   35.4204291292151   1335.0738077819788 
  2157.0   891.3282610250143   1825.597022037443   4.690530941198281   450.4286498168768   35.40754017141122   1335.0703017326837 
  2158.0   890.6358137503058   1824.872707882467   4.623896483149477   449.82226394283   35.38093144861019   1335.0456160770411 
  2159.0   890.4590996467945   1824.2999671784385   4.695327838225354   449.3016446883312   35.33342366560789   1334.9695718402816 
  2160.0   891.3254132408653   1826.5507962551562   4.902861009191176   451.2378565034394   35.3872656579383   1335.0228125235892 
  2161.0   890.9524750305932   1828.1306116283947   4.795934099289093   452.6892934240864   35.47564749969557   1335.1697379424181 
  2162.0   890.2101366454775   1828.2053725523888   4.699051907394025   452.7119243641764   35.507761563465195   1335.286634145558 
  2163.0   889.4762089979074   1826.038806234089   4.602588024198078   450.7216730810139   35.44141560629103   1335.2731292785656 
  2164.0   890.1239312016551   1826.788572939212   4.848901444908268   451.2666028028876   35.41705246556634   1335.2560164659242 
  2165.0   891.1101392036111   1828.327891774079   4.7925178501709365   452.6582898616863   35.49127719585229   1335.385805824669 
  2166.0   891.1349705453349   1828.6256007804218   4.738349078926259   452.8618110180982   35.52539661168977   1335.500043988447 
  2167.0   890.8562306363146   1827.8069448124268   4.660955523579444   452.071079002437   35.512041270404644   1335.5628703207092 
  2168.0   891.6070002520655   1827.846259160906   4.771981381762661   451.9710467715709   35.49478930186153   1335.6084401413902 
  2169.0   891.2580391691874   1828.1363788959234   4.695916163403539   452.2125849982978   35.51466547261388   1335.7132127781513 
